,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,emabarked,fare_capped,family_size,is_alone
274,1,3,female,29.69911764705882,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,Q,7.75,1,1
275,1,1,female,63.0,1,0,77.9583,S,First,woman,False,Southampton,yes,False,S,65.6344,2,0
276,0,3,female,45.0,0,0,7.75,S,Third,woman,False,Southampton,no,True,S,7.75,1,1
277,0,2,male,29.69911764705882,0,0,0.0,S,Second,man,True,Southampton,no,True,S,0.0,1,1
278,0,3,male,7.0,4,1,29.125,Q,Third,child,False,Queenstown,no,False,Q,29.125,6,0
279,1,3,female,35.0,1,1,20.25,S,Third,woman,False,Southampton,yes,False,S,20.25,3,0
280,0,3,male,65.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,Q,7.75,1,1
281,0,3,male,28.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,S,7.8542,1,1
282,0,3,male,16.0,0,0,9.5,S,Third,man,True,Southampton,no,True,S,9.5,1,1
283,1,3,male,19.0,0,0,8.05,S,Third,man,True,Southampton,yes,True,S,8.05,1,1
284,0,1,male,29.69911764705882,0,0,26.0,S,First,man,True,Southampton,no,True,S,26.0,1,1
285,0,3,male,33.0,0,0,8.6625,C,Third,man,True,Cherbourg,no,True,C,8.6625,1,1
286,1,3,male,30.0,0,0,9.5,S,Third,man,True,Southampton,yes,True,S,9.5,1,1
287,0,3,male,22.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,S,7.8958,1,1
288,1,2,male,42.0,0,0,13.0,S,Second,man,True,Southampton,yes,True,S,13.0,1,1
289,1,3,female,22.0,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,Q,7.75,1,1
290,1,1,female,26.0,0,0,78.85,S,First,woman,False,Southampton,yes,True,S,65.6344,1,1
291,1,1,female,19.0,1,0,91.0792,C,First,woman,False,Cherbourg,yes,False,C,65.6344,2,0
292,0,2,male,36.0,0,0,12.875,C,Second,man,True,Cherbourg,no,True,C,12.875,1,1
293,0,3,female,24.0,0,0,8.85,S,Third,woman,False,Southampton,no,True,S,8.85,1,1
294,0,3,male,24.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,S,7.8958,1,1
295,0,1,male,29.69911764705882,0,0,27.7208,C,First,man,True,Cherbourg,no,True,C,27.7208,1,1
296,0,3,male,23.5,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,C,7.2292,1,1
297,0,1,female,2.0,1,2,151.55,S,First,child,False,Southampton,no,False,S,65.6344,4,0
298,1,1,male,29.69911764705882,0,0,30.5,S,First,man,True,Southampton,yes,True,S,30.5,1,1
299,1,1,female,50.0,0,1,247.5208,C,First,woman,False,Cherbourg,yes,False,C,65.6344,2,0
300,1,3,female,29.69911764705882,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,Q,7.75,1,1
301,1,3,male,29.69911764705882,2,0,23.25,Q,Third,man,True,Queenstown,yes,False,Q,23.25,3,0
302,0,3,male,19.0,0,0,0.0,S,Third,man,True,Southampton,no,True,S,0.0,1,1
303,1,2,female,29.69911764705882,0,0,12.35,Q,Second,woman,False,Queenstown,yes,True,Q,12.35,1,1
304,0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,Southampton,no,True,S,8.05,1,1
305,1,1,male,0.92,1,2,151.55,S,First,child,False,Southampton,yes,False,S,65.6344,4,0
306,1,1,female,29.69911764705882,0,0,110.8833,C,First,woman,False,Cherbourg,yes,True,C,65.6344,1,1
307,1,1,female,17.0,1,0,108.9,C,First,woman,False,Cherbourg,yes,False,C,65.6344,2,0
308,0,2,male,30.0,1,0,24.0,C,Second,man,True,Cherbourg,no,False,C,24.0,2,0
309,1,1,female,30.0,0,0,56.9292,C,First,woman,False,Cherbourg,yes,True,C,56.9292,1,1
310,1,1,female,24.0,0,0,83.1583,C,First,woman,False,Cherbourg,yes,True,C,65.6344,1,1
311,1,1,female,18.0,2,2,262.375,C,First,woman,False,Cherbourg,yes,False,C,65.6344,5,0
312,0,2,female,26.0,1,1,26.0,S,Second,woman,False,Southampton,no,False,S,26.0,3,0
313,0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,S,7.8958,1,1
314,0,2,male,43.0,1,1,26.25,S,Second,man,True,Southampton,no,False,S,26.25,3,0
315,1,3,female,26.0,0,0,7.8542,S,Third,woman,False,Southampton,yes,True,S,7.8542,1,1
316,1,2,female,24.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,S,26.0,2,0
317,0,2,male,54.0,0,0,14.0,S,Second,man,True,Southampton,no,True,S,14.0,1,1
318,1,1,female,31.0,0,2,164.8667,S,First,woman,False,Southampton,yes,False,S,65.6344,3,0
319,1,1,female,40.0,1,1,134.5,C,First,woman,False,Cherbourg,yes,False,C,65.6344,3,0
320,0,3,male,22.0,0,0,7.25,S,Third,man,True,Southampton,no,True,S,7.25,1,1
321,0,3,male,27.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,S,7.8958,1,1
322,1,2,female,30.0,0,0,12.35,Q,Second,woman,False,Queenstown,yes,True,Q,12.35,1,1
323,1,2,female,22.0,1,1,29.0,S,Second,woman,False,Southampton,yes,False,S,29.0,3,0
324,0,3,male,29.69911764705882,8,2,69.55,S,Third,man,True,Southampton,no,False,S,65.6344,11,0
325,1,1,female,36.0,0,0,135.6333,C,First,woman,False,Cherbourg,yes,True,C,65.6344,1,1
326,0,3,male,61.0,0,0,6.2375,S,Third,man,True,Southampton,no,True,S,6.2375,1,1
327,1,2,female,36.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,S,13.0,1,1
328,1,3,female,31.0,1,1,20.525,S,Third,woman,False,Southampton,yes,False,S,20.525,3,0
329,1,1,female,16.0,0,1,57.9792,C,First,woman,False,Cherbourg,yes,False,C,57.9792,2,0
330,1,3,female,29.69911764705882,2,0,23.25,Q,Third,woman,False,Queenstown,yes,False,Q,23.25,3,0
331,0,1,male,45.5,0,0,28.5,S,First,man,True,Southampton,no,True,S,28.5,1,1
332,0,1,male,38.0,0,1,153.4625,S,First,man,True,Southampton,no,False,S,65.6344,2,0
333,0,3,male,16.0,2,0,18.0,S,Third,man,True,Southampton,no,False,S,18.0,3,0
334,1,1,female,29.69911764705882,1,0,133.65,S,First,woman,False,Southampton,yes,False,S,65.6344,2,0
335,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,Southampton,no,True,S,7.8958,1,1
336,0,1,male,29.0,1,0,66.6,S,First,man,True,Southampton,no,False,S,65.6344,2,0
337,1,1,female,41.0,0,0,134.5,C,First,woman,False,Cherbourg,yes,True,C,65.6344,1,1
338,1,3,male,45.0,0,0,8.05,S,Third,man,True,Southampton,yes,True,S,8.05,1,1
339,0,1,male,45.0,0,0,35.5,S,First,man,True,Southampton,no,True,S,35.5,1,1
340,1,2,male,2.0,1,1,26.0,S,Second,child,False,Southampton,yes,False,S,26.0,3,0
341,1,1,female,24.0,3,2,263.0,S,First,woman,False,Southampton,yes,False,S,65.6344,6,0
342,0,2,male,28.0,0,0,13.0,S,Second,man,True,Southampton,no,True,S,13.0,1,1
343,0,2,male,25.0,0,0,13.0,S,Second,man,True,Southampton,no,True,S,13.0,1,1
344,0,2,male,36.0,0,0,13.0,S,Second,man,True,Southampton,no,True,S,13.0,1,1
345,1,2,female,24.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,S,13.0,1,1
346,1,2,female,40.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,S,13.0,1,1
347,1,3,female,29.69911764705882,1,0,16.1,S,Third,woman,False,Southampton,yes,False,S,16.1,2,0
348,1,3,male,3.0,1,1,15.9,S,Third,child,False,Southampton,yes,False,S,15.9,3,0
349,0,3,male,42.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,S,8.6625,1,1
350,0,3,male,23.0,0,0,9.225,S,Third,man,True,Southampton,no,True,S,9.225,1,1
351,0,1,male,29.69911764705882,0,0,35.0,S,First,man,True,Southampton,no,True,S,35.0,1,1
352,0,3,male,15.0,1,1,7.2292,C,Third,child,False,Cherbourg,no,False,C,7.2292,3,0
353,0,3,male,25.0,1,0,17.8,S,Third,man,True,Southampton,no,False,S,17.8,2,0
354,0,3,male,29.69911764705882,0,0,7.225,C,Third,man,True,Cherbourg,no,True,C,7.225,1,1
355,0,3,male,28.0,0,0,9.5,S,Third,man,True,Southampton,no,True,S,9.5,1,1
356,1,1,female,22.0,0,1,55.0,S,First,woman,False,Southampton,yes,False,S,55.0,2,0
357,0,2,female,38.0,0,0,13.0,S,Second,woman,False,Southampton,no,True,S,13.0,1,1
358,1,3,female,29.69911764705882,0,0,7.8792,Q,Third,woman,False,Queenstown,yes,True,Q,7.8792,1,1
359,1,3,female,29.69911764705882,0,0,7.8792,Q,Third,woman,False,Queenstown,yes,True,Q,7.8792,1,1
360,0,3,male,40.0,1,4,27.9,S,Third,man,True,Southampton,no,False,S,27.9,6,0
361,0,2,male,29.0,1,0,27.7208,C,Second,man,True,Cherbourg,no,False,C,27.7208,2,0
362,0,3,female,45.0,0,1,14.4542,C,Third,woman,False,Cherbourg,no,False,C,14.4542,2,0
363,0,3,male,35.0,0,0,7.05,S,Third,man,True,Southampton,no,True,S,7.05,1,1
364,0,3,male,29.69911764705882,1,0,15.5,Q,Third,man,True,Queenstown,no,False,Q,15.5,2,0
365,0,3,male,30.0,0,0,7.25,S,Third,man,True,Southampton,no,True,S,7.25,1,1
366,1,1,female,60.0,1,0,75.25,C,First,woman,False,Cherbourg,yes,False,C,65.6344,2,0
367,1,3,female,29.69911764705882,0,0,7.2292,C,Third,woman,False,Cherbourg,yes,True,C,7.2292,1,1
368,1,3,female,29.69911764705882,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,Q,7.75,1,1
369,1,1,female,24.0,0,0,69.3,C,First,woman,False,Cherbourg,yes,True,C,65.6344,1,1
370,1,1,male,25.0,1,0,55.4417,C,First,man,True,Cherbourg,yes,False,C,55.4417,2,0
371,0,3,male,18.0,1,0,6.4958,S,Third,man,True,Southampton,no,False,S,6.4958,2,0
372,0,3,male,19.0,0,0,8.05,S,Third,man,True,Southampton,no,True,S,8.05,1,1
373,0,1,male,22.0,0,0,135.6333,C,First,man,True,Cherbourg,no,True,C,65.6344,1,1
374,0,3,female,3.0,3,1,21.075,S,Third,child,False,Southampton,no,False,S,21.075,5,0
375,1,1,female,29.69911764705882,1,0,82.1708,C,First,woman,False,Cherbourg,yes,False,C,65.6344,2,0
376,1,3,female,22.0,0,0,7.25,S,Third,woman,False,Southampton,yes,True,S,7.25,1,1
377,0,1,male,27.0,0,2,211.5,C,First,man,True,Cherbourg,no,False,C,65.6344,3,0
378,0,3,male,20.0,0,0,4.0125,C,Third,man,True,Cherbourg,no,True,C,4.0125,1,1
379,0,3,male,19.0,0,0,7.775,S,Third,man,True,Southampton,no,True,S,7.775,1,1
380,1,1,female,42.0,0,0,227.525,C,First,woman,False,Cherbourg,yes,True,C,65.6344,1,1
381,1,3,female,1.0,0,2,15.7417,C,Third,child,False,Cherbourg,yes,False,C,15.7417,3,0
382,0,3,male,32.0,0,0,7.925,S,Third,man,True,Southampton,no,True,S,7.925,1,1
383,1,1,female,35.0,1,0,52.0,S,First,woman,False,Southampton,yes,False,S,52.0,2,0
384,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,Southampton,no,True,S,7.8958,1,1
385,0,2,male,18.0,0,0,73.5,S,Second,man,True,Southampton,no,True,S,65.6344,1,1
386,0,3,male,1.0,5,2,46.9,S,Third,child,False,Southampton,no,False,S,46.9,8,0
387,1,2,female,36.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,S,13.0,1,1
388,0,3,male,29.69911764705882,0,0,7.7292,Q,Third,man,True,Queenstown,no,True,Q,7.7292,1,1
389,1,2,female,17.0,0,0,12.0,C,Second,woman,False,Cherbourg,yes,True,C,12.0,1,1
390,1,1,male,36.0,1,2,120.0,S,First,man,True,Southampton,yes,False,S,65.6344,4,0
391,1,3,male,21.0,0,0,7.7958,S,Third,man,True,Southampton,yes,True,S,7.7958,1,1
392,0,3,male,28.0,2,0,7.925,S,Third,man,True,Southampton,no,False,S,7.925,3,0
393,1,1,female,23.0,1,0,113.275,C,First,woman,False,Cherbourg,yes,False,C,65.6344,2,0
394,1,3,female,24.0,0,2,16.7,S,Third,woman,False,Southampton,yes,False,S,16.7,3,0
395,0,3,male,22.0,0,0,7.7958,S,Third,man,True,Southampton,no,True,S,7.7958,1,1
396,0,3,female,31.0,0,0,7.8542,S,Third,woman,False,Southampton,no,True,S,7.8542,1,1
397,0,2,male,46.0,0,0,26.0,S,Second,man,True,Southampton,no,True,S,26.0,1,1
398,0,2,male,23.0,0,0,10.5,S,Second,man,True,Southampton,no,True,S,10.5,1,1
399,1,2,female,28.0,0,0,12.65,S,Second,woman,False,Southampton,yes,True,S,12.65,1,1
400,1,3,male,39.0,0,0,7.925,S,Third,man,True,Southampton,yes,True,S,7.925,1,1
401,0,3,male,26.0,0,0,8.05,S,Third,man,True,Southampton,no,True,S,8.05,1,1
402,0,3,female,21.0,1,0,9.825,S,Third,woman,False,Southampton,no,False,S,9.825,2,0
403,0,3,male,28.0,1,0,15.85,S,Third,man,True,Southampton,no,False,S,15.85,2,0
404,0,3,female,20.0,0,0,8.6625,S,Third,woman,False,Southampton,no,True,S,8.6625,1,1
405,0,2,male,34.0,1,0,21.0,S,Second,man,True,Southampton,no,False,S,21.0,2,0
406,0,3,male,51.0,0,0,7.75,S,Third,man,True,Southampton,no,True,S,7.75,1,1
407,1,2,male,3.0,1,1,18.75,S,Second,child,False,Southampton,yes,False,S,18.75,3,0
408,0,3,male,21.0,0,0,7.775,S,Third,man,True,Southampton,no,True,S,7.775,1,1
409,0,3,female,29.69911764705882,3,1,25.4667,S,Third,woman,False,Southampton,no,False,S,25.4667,5,0
410,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,Southampton,no,True,S,7.8958,1,1
411,0,3,male,29.69911764705882,0,0,6.8583,Q,Third,man,True,Queenstown,no,True,Q,6.8583,1,1
412,1,1,female,33.0,1,0,90.0,Q,First,woman,False,Queenstown,yes,False,Q,65.6344,2,0
413,0,2,male,29.69911764705882,0,0,0.0,S,Second,man,True,Southampton,no,True,S,0.0,1,1
414,1,3,male,44.0,0,0,7.925,S,Third,man,True,Southampton,yes,True,S,7.925,1,1
415,0,3,female,29.69911764705882,0,0,8.05,S,Third,woman,False,Southampton,no,True,S,8.05,1,1
416,1,2,female,34.0,1,1,32.5,S,Second,woman,False,Southampton,yes,False,S,32.5,3,0
417,1,2,female,18.0,0,2,13.0,S,Second,woman,False,Southampton,yes,False,S,13.0,3,0
418,0,2,male,30.0,0,0,13.0,S,Second,man,True,Southampton,no,True,S,13.0,1,1
419,0,3,female,10.0,0,2,24.15,S,Third,child,False,Southampton,no,False,S,24.15,3,0
420,0,3,male,29.69911764705882,0,0,7.8958,C,Third,man,True,Cherbourg,no,True,C,7.8958,1,1
421,0,3,male,21.0,0,0,7.7333,Q,Third,man,True,Queenstown,no,True,Q,7.7333,1,1
422,0,3,male,29.0,0,0,7.875,S,Third,man,True,Southampton,no,True,S,7.875,1,1
423,0,3,female,28.0,1,1,14.4,S,Third,woman,False,Southampton,no,False,S,14.4,3,0
424,0,3,male,18.0,1,1,20.2125,S,Third,man,True,Southampton,no,False,S,20.2125,3,0
425,0,3,male,29.69911764705882,0,0,7.25,S,Third,man,True,Southampton,no,True,S,7.25,1,1
426,1,2,female,28.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,S,26.0,2,0
427,1,2,female,19.0,0,0,26.0,S,Second,woman,False,Southampton,yes,True,S,26.0,1,1
428,0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,Queenstown,no,True,Q,7.75,1,1
429,1,3,male,32.0,0,0,8.05,S,Third,man,True,Southampton,yes,True,S,8.05,1,1
430,1,1,male,28.0,0,0,26.55,S,First,man,True,Southampton,yes,True,S,26.55,1,1
431,1,3,female,29.69911764705882,1,0,16.1,S,Third,woman,False,Southampton,yes,False,S,16.1,2,0
432,1,2,female,42.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,S,26.0,2,0
433,0,3,male,17.0,0,0,7.125,S,Third,man,True,Southampton,no,True,S,7.125,1,1
434,0,1,male,50.0,1,0,55.9,S,First,man,True,Southampton,no,False,S,55.9,2,0
435,1,1,female,14.0,1,2,120.0,S,First,child,False,Southampton,yes,False,S,65.6344,4,0
436,0,3,female,21.0,2,2,34.375,S,Third,woman,False,Southampton,no,False,S,34.375,5,0
437,1,2,female,24.0,2,3,18.75,S,Second,woman,False,Southampton,yes,False,S,18.75,6,0
438,0,1,male,64.0,1,4,263.0,S,First,man,True,Southampton,no,False,S,65.6344,6,0
439,0,2,male,31.0,0,0,10.5,S,Second,man,True,Southampton,no,True,S,10.5,1,1
440,1,2,female,45.0,1,1,26.25,S,Second,woman,False,Southampton,yes,False,S,26.25,3,0
441,0,3,male,20.0,0,0,9.5,S,Third,man,True,Southampton,no,True,S,9.5,1,1
442,0,3,male,25.0,1,0,7.775,S,Third,man,True,Southampton,no,False,S,7.775,2,0
443,1,2,female,28.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,S,13.0,1,1
444,1,3,male,29.69911764705882,0,0,8.1125,S,Third,man,True,Southampton,yes,True,S,8.1125,1,1
445,1,1,male,4.0,0,2,81.8583,S,First,child,False,Southampton,yes,False,S,65.6344,3,0
446,1,2,female,13.0,0,1,19.5,S,Second,child,False,Southampton,yes,False,S,19.5,2,0
447,1,1,male,34.0,0,0,26.55,S,First,man,True,Southampton,yes,True,S,26.55,1,1
448,1,3,female,5.0,2,1,19.2583,C,Third,child,False,Cherbourg,yes,False,C,19.2583,4,0
449,1,1,male,52.0,0,0,30.5,S,First,man,True,Southampton,yes,True,S,30.5,1,1
450,0,2,male,36.0,1,2,27.75,S,Second,man,True,Southampton,no,False,S,27.75,4,0
451,0,3,male,29.69911764705882,1,0,19.9667,S,Third,man,True,Southampton,no,False,S,19.9667,2,0
452,0,1,male,30.0,0,0,27.75,C,First,man,True,Cherbourg,no,True,C,27.75,1,1
453,1,1,male,49.0,1,0,89.1042,C,First,man,True,Cherbourg,yes,False,C,65.6344,2,0
454,0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,Southampton,no,True,S,8.05,1,1
455,1,3,male,29.0,0,0,7.8958,C,Third,man,True,Cherbourg,yes,True,C,7.8958,1,1
456,0,1,male,65.0,0,0,26.55,S,First,man,True,Southampton,no,True,S,26.55,1,1
457,1,1,female,29.69911764705882,1,0,51.8625,S,First,woman,False,Southampton,yes,False,S,51.8625,2,0
458,1,2,female,50.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,S,10.5,1,1
459,0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,Queenstown,no,True,Q,7.75,1,1
460,1,1,male,48.0,0,0,26.55,S,First,man,True,Southampton,yes,True,S,26.55,1,1
461,0,3,male,34.0,0,0,8.05,S,Third,man,True,Southampton,no,True,S,8.05,1,1
462,0,1,male,47.0,0,0,38.5,S,First,man,True,Southampton,no,True,S,38.5,1,1
463,0,2,male,48.0,0,0,13.0,S,Second,man,True,Southampton,no,True,S,13.0,1,1
464,0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,Southampton,no,True,S,8.05,1,1
465,0,3,male,38.0,0,0,7.05,S,Third,man,True,Southampton,no,True,S,7.05,1,1
466,0,2,male,29.69911764705882,0,0,0.0,S,Second,man,True,Southampton,no,True,S,0.0,1,1
467,0,1,male,56.0,0,0,26.55,S,First,man,True,Southampton,no,True,S,26.55,1,1
468,0,3,male,29.69911764705882,0,0,7.725,Q,Third,man,True,Queenstown,no,True,Q,7.725,1,1
469,1,3,female,0.75,2,1,19.2583,C,Third,child,False,Cherbourg,yes,False,C,19.2583,4,0
470,0,3,male,29.69911764705882,0,0,7.25,S,Third,man,True,Southampton,no,True,S,7.25,1,1
471,0,3,male,38.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,S,8.6625,1,1
472,1,2,female,33.0,1,2,27.75,S,Second,woman,False,Southampton,yes,False,S,27.75,4,0
473,1,2,female,23.0,0,0,13.7917,C,Second,woman,False,Cherbourg,yes,True,C,13.7917,1,1
474,0,3,female,22.0,0,0,9.8375,S,Third,woman,False,Southampton,no,True,S,9.8375,1,1
475,0,1,male,29.69911764705882,0,0,52.0,S,First,man,True,Southampton,no,True,S,52.0,1,1
476,0,2,male,34.0,1,0,21.0,S,Second,man,True,Southampton,no,False,S,21.0,2,0
477,0,3,male,29.0,1,0,7.0458,S,Third,man,True,Southampton,no,False,S,7.0458,2,0
478,0,3,male,22.0,0,0,7.5208,S,Third,man,True,Southampton,no,True,S,7.5208,1,1
479,1,3,female,2.0,0,1,12.2875,S,Third,child,False,Southampton,yes,False,S,12.2875,2,0
480,0,3,male,9.0,5,2,46.9,S,Third,child,False,Southampton,no,False,S,46.9,8,0
481,0,2,male,29.69911764705882,0,0,0.0,S,Second,man,True,Southampton,no,True,S,0.0,1,1
482,0,3,male,50.0,0,0,8.05,S,Third,man,True,Southampton,no,True,S,8.05,1,1
483,1,3,female,63.0,0,0,9.5875,S,Third,woman,False,Southampton,yes,True,S,9.5875,1,1
484,1,1,male,25.0,1,0,91.0792,C,First,man,True,Cherbourg,yes,False,C,65.6344,2,0
485,0,3,female,29.69911764705882,3,1,25.4667,S,Third,woman,False,Southampton,no,False,S,25.4667,5,0
486,1,1,female,35.0,1,0,90.0,S,First,woman,False,Southampton,yes,False,S,65.6344,2,0
487,0,1,male,58.0,0,0,29.7,C,First,man,True,Cherbourg,no,True,C,29.7,1,1
488,0,3,male,30.0,0,0,8.05,S,Third,man,True,Southampton,no,True,S,8.05,1,1
489,1,3,male,9.0,1,1,15.9,S,Third,child,False,Southampton,yes,False,S,15.9,3,0
490,0,3,male,29.69911764705882,1,0,19.9667,S,Third,man,True,Southampton,no,False,S,19.9667,2,0
491,0,3,male,21.0,0,0,7.25,S,Third,man,True,Southampton,no,True,S,7.25,1,1
492,0,1,male,55.0,0,0,30.5,S,First,man,True,Southampton,no,True,S,30.5,1,1
493,0,1,male,71.0,0,0,49.5042,C,First,man,True,Cherbourg,no,True,C,49.5042,1,1
494,0,3,male,21.0,0,0,8.05,S,Third,man,True,Southampton,no,True,S,8.05,1,1
495,0,3,male,29.69911764705882,0,0,14.4583,C,Third,man,True,Cherbourg,no,True,C,14.4583,1,1
496,1,1,female,54.0,1,0,78.2667,C,First,woman,False,Cherbourg,yes,False,C,65.6344,2,0
497,0,3,male,29.69911764705882,0,0,15.1,S,Third,man,True,Southampton,no,True,S,15.1,1,1
498,0,1,female,25.0,1,2,151.55,S,First,woman,False,Southampton,no,False,S,65.6344,4,0
499,0,3,male,24.0,0,0,7.7958,S,Third,man,True,Southampton,no,True,S,7.7958,1,1
500,0,3,male,17.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,S,8.6625,1,1
501,0,3,female,21.0,0,0,7.75,Q,Third,woman,False,Queenstown,no,True,Q,7.75,1,1
502,0,3,female,29.69911764705882,0,0,7.6292,Q,Third,woman,False,Queenstown,no,True,Q,7.6292,1,1
503,0,3,female,37.0,0,0,9.5875,S,Third,woman,False,Southampton,no,True,S,9.5875,1,1
504,1,1,female,16.0,0,0,86.5,S,First,woman,False,Southampton,yes,True,S,65.6344,1,1
505,0,1,male,18.0,1,0,108.9,C,First,man,True,Cherbourg,no,False,C,65.6344,2,0
506,1,2,female,33.0,0,2,26.0,S,Second,woman,False,Southampton,yes,False,S,26.0,3,0
507,1,1,male,29.69911764705882,0,0,26.55,S,First,man,True,Southampton,yes,True,S,26.55,1,1
508,0,3,male,28.0,0,0,22.525,S,Third,man,True,Southampton,no,True,S,22.525,1,1
509,1,3,male,26.0,0,0,56.4958,S,Third,man,True,Southampton,yes,True,S,56.4958,1,1
510,1,3,male,29.0,0,0,7.75,Q,Third,man,True,Queenstown,yes,True,Q,7.75,1,1
511,0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,Southampton,no,True,S,8.05,1,1
512,1,1,male,36.0,0,0,26.2875,S,First,man,True,Southampton,yes,True,S,26.2875,1,1
513,1,1,female,54.0,1,0,59.4,C,First,woman,False,Cherbourg,yes,False,C,59.4,2,0
514,0,3,male,24.0,0,0,7.4958,S,Third,man,True,Southampton,no,True,S,7.4958,1,1
515,0,1,male,47.0,0,0,34.0208,S,First,man,True,Southampton,no,True,S,34.0208,1,1
516,1,2,female,34.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,S,10.5,1,1
517,0,3,male,29.69911764705882,0,0,24.15,Q,Third,man,True,Queenstown,no,True,Q,24.15,1,1
518,1,2,female,36.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,S,26.0,2,0
519,0,3,male,32.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,S,7.8958,1,1
520,1,1,female,30.0,0,0,93.5,S,First,woman,False,Southampton,yes,True,S,65.6344,1,1
521,0,3,male,22.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,S,7.8958,1,1
522,0,3,male,29.69911764705882,0,0,7.225,C,Third,man,True,Cherbourg,no,True,C,7.225,1,1
523,1,1,female,44.0,0,1,57.9792,C,First,woman,False,Cherbourg,yes,False,C,57.9792,2,0
524,0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,C,7.2292,1,1
525,0,3,male,40.5,0,0,7.75,Q,Third,man,True,Queenstown,no,True,Q,7.75,1,1
526,1,2,female,50.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,S,10.5,1,1
527,0,1,male,29.69911764705882,0,0,221.7792,S,First,man,True,Southampton,no,True,S,65.6344,1,1
528,0,3,male,39.0,0,0,7.925,S,Third,man,True,Southampton,no,True,S,7.925,1,1
529,0,2,male,23.0,2,1,11.5,S,Second,man,True,Southampton,no,False,S,11.5,4,0
530,1,2,female,2.0,1,1,26.0,S,Second,child,False,Southampton,yes,False,S,26.0,3,0
531,0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,C,7.2292,1,1
532,0,3,male,17.0,1,1,7.2292,C,Third,man,True,Cherbourg,no,False,C,7.2292,3,0
533,1,3,female,29.69911764705882,0,2,22.3583,C,Third,woman,False,Cherbourg,yes,False,C,22.3583,3,0
534,0,3,female,30.0,0,0,8.6625,S,Third,woman,False,Southampton,no,True,S,8.6625,1,1
535,1,2,female,7.0,0,2,26.25,S,Second,child,False,Southampton,yes,False,S,26.25,3,0
536,0,1,male,45.0,0,0,26.55,S,First,man,True,Southampton,no,True,S,26.55,1,1
537,1,1,female,30.0,0,0,106.425,C,First,woman,False,Cherbourg,yes,True,C,65.6344,1,1
538,0,3,male,29.69911764705882,0,0,14.5,S,Third,man,True,Southampton,no,True,S,14.5,1,1
539,1,1,female,22.0,0,2,49.5,C,First,woman,False,Cherbourg,yes,False,C,49.5,3,0
540,1,1,female,36.0,0,2,71.0,S,First,woman,False,Southampton,yes,False,S,65.6344,3,0
541,0,3,female,9.0,4,2,31.275,S,Third,child,False,Southampton,no,False,S,31.275,7,0
542,0,3,female,11.0,4,2,31.275,S,Third,child,False,Southampton,no,False,S,31.275,7,0
543,1,2,male,32.0,1,0,26.0,S,Second,man,True,Southampton,yes,False,S,26.0,2,0
544,0,1,male,50.0,1,0,106.425,C,First,man,True,Cherbourg,no,False,C,65.6344,2,0
545,0,1,male,64.0,0,0,26.0,S,First,man,True,Southampton,no,True,S,26.0,1,1
546,1,2,female,19.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,S,26.0,2,0
547,1,2,male,29.69911764705882,0,0,13.8625,C,Second,man,True,Cherbourg,yes,True,C,13.8625,1,1
